Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
2023-red-fox-first-class-postage-stamps-1,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,202-520-102,0.0,shopify,1000,deny,manual,179.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/122104-L0_c872b698-5adb-4ecf-b5e7-0971e732c46d.webp?v=1728359696,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/122104-L1_7a431a9f-9a9c-459e-b13c-99db4a341a03.webp?v=1728359696,oz,,,,,,,,,
2023-red-fox-first-class-postage-stamps-1,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,202-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/122104-L1_7a431a9f-9a9c-459e-b13c-99db4a341a03.webp?v=1728359696,oz,,,,,,,,,
2023-red-fox-first-class-postage-stamps-1,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,202-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/122104-L1_7a431a9f-9a9c-459e-b13c-99db4a341a03.webp?v=1728359696,oz,,,,,,,,,
2018-frozen-treats-forever-first-class-postage-stamps,2018 Frozen Treats Forever First Class Postage Stamps,"<p data-mce-fragment=""1"" data-mce-style=""font-weight: 400;""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">One of the most famous frozen treat brands in the United States is Popsicle.?<span data-mce-fragment=""1"">?</span>Responsible for the very first frozen treats on a stick, Popsicle has an interesting backstory?-</p>
<p data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">The Popsicle was invented in 1905, near San Francisco by 11-year-old Frank Epperson.?<span data-mce-fragment=""1"">?</span>Young Epperson had mixed soda powder and water with a wooden stirring stick and forgotten it outside overnight.?<span data-mce-fragment=""1"">?</span>It was an especially cold evening, and when Epperson went out the next morning, he found his drink had frozen solid around the stirring stick.?<span data-mce-fragment=""1"">?</span>Rather than waste it, he decided to simply lick the frozen drink off the stick.?<span data-mce-fragment=""1"">?</span>He called his accidental discovery an Epsicle ice pop and made more to sell around his neighborhood.</p>
<p data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">In 1923, Epperson was selling his Epsicles at a local amusement park and received a patent for his invention in 1924.?<span data-mce-fragment=""1"">?</span>Not long after, Epperson?¡¥s children began calling his invention a ?¡ãPopsicle,?¡À creating the famous brand name still known today.</p>
<p data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">Epperson faced financial difficulties throughout the 1920s and decided to sell the rights to his invention and company.?<span data-mce-fragment=""1"">?</span>The Popsicle brand has gone through several ownership changes, but their goal of sharing delicious frozen treats with America has remained the same.?<span data-mce-fragment=""1"">?</span>Today, the Popsicle brand is a household name and continues to sell billions of frozen treats every year.</p>
<p data-mce-fragment=""1"" data-mce-style=""font-weight: 400;"">The 2018 Frozen Treats issues are a nod to these famous ice pops and were also the United States?¡¥ first scratch-and-sniff stamps ¡§C ?¡ãevok[ing] a sweet summer scent.?¡À</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,040-BQL,0.0,shopify,961,continue,manual,29.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1-f787413d-10fe-4d44-bffc-21234b1b071c.webp?v=1728359692,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1-f787413d-10fe-4d44-bffc-21234b1b071c.webp?v=1728359692,oz,,,true,,,true,,,active
2018-frozen-treats-forever-first-class-postage-stamps,,,,,,,,,5 Sheets of 20 (300 Stamps),,,,,,,,040-BQL-2,0.0,shopify,994,continue,manual,69.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/35aa0ac12c9b0ef0.webp?v=1728359692,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1-f787413d-10fe-4d44-bffc-21234b1b071c.webp?v=1728359692,oz,,,,,,,,,
2018-frozen-treats-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20 (1000 Stamps),,,,,,,,040-BQL-3,0.0,shopify,999,continue,manual,179.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/498935160bfd13b1.webp?v=1728359692,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1-f787413d-10fe-4d44-bffc-21234b1b071c.webp?v=1728359692,oz,,,,,,,,,
2018-frozen-treats-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,040-BQL-4,0.0,shopify,1000,continue,manual,889.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/f4432b02a055dcbe.webp?v=1728359692,4,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1-f787413d-10fe-4d44-bffc-21234b1b071c.webp?v=1728359692,oz,,,,,,,,,
2018-frozen-treats-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,040-BQL-5,0.0,shopify,1000,continue,manual,1769.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/1-f787413d-10fe-4d44-bffc-21234b1b071c.webp?v=1728359692,oz,,,,,,,,,
2019-winter-berries-forever-first-class-postage-stamps,2019 Winter Berries Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">TULSA ?a With the release of the Winter Berries Forever stamps, the U.S. Postal Service celebrates four of winter?¡¥s small yet vibrant offerings: the winterberry (Ilex verticillata), the juniper berry (Juniperus communis), the beautyberry (Callicarpa Americana), and the soapberry (Sapindus saponaria).</p>
<p data-mce-fragment=""1"">?¡ãI can?¡¥t think of a better place for the United States Postal Service to unveil a collection of stamps to celebrate one of nature?¡¥s unique and colorful wonderments,?¡À said Steven Phelps, acting vice president of Pricing and Costing, U.S. Postal Service. ?¡ãAlthough much of nature?¡¥s bold imagery gets muted by winter?¡¥s cold temperatures and snowfall, the four colorful berries we highlight on our new stamps are sure to help brighten the season.?¡À</p>
<p data-mce-fragment=""1"">The stamp art features highly detailed botanical portraits of each plant that highlight their berries?¡¥ bold colors and rich textures. Artist Steve Buchanan worked with Art Director Antonio Alcal¡§¡é to create these four new stamps.</p>
<p data-mce-fragment=""1"">Barbara Sturdivant, chair of Tulsa Botanic Garden Board of Directors, and Todd Lasseigne, president and CEO of Tulsa Botanic Garden, joined Phelps in the ceremony, along with Raymond Red Corn, assistant principal chief of Osage Nation.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,076-DJGS,0.0,shopify,984,deny,manual,29.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/301-1-1.webp?v=1728359686,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/301-1-1.webp?v=1728359686,oz,,,true,,,true,,,active
2019-winter-berries-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,076-DJGS-2,0.0,shopify,998,deny,manual,69.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/303-1-1.webp?v=1728359686,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/301-1-1.webp?v=1728359686,oz,,,,,,,,,
2019-winter-berries-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,076-DJGS-3,0.0,shopify,1000,deny,manual,179.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/305-1-1.webp?v=1728359686,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/301-1-1.webp?v=1728359686,oz,,,,,,,,,
2019-winter-berries-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,076-DJGS-4,0.0,shopify,1000,deny,manual,889.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/301-1-1.webp?v=1728359686,oz,,,,,,,,,
2019-winter-berries-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,076-DJGS-5,0.0,shopify,1000,deny,manual,1769.99,,true,false,"",,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/301-1-1.webp?v=1728359686,oz,,,,,,,,,
2017-flowers-from-the-garden-forever-first-class-postage-stamps,2017 Flowers From The Garden Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">One stamp features red camellias and yellow forsythia in a yellow pitcher, while on another there are white peonies and pink tree peonies in a clear vase. An arrangement of white hydrangeas, white and pink roses, green hypericum berries, and purple lisianthus in a white vase graces another stamp, while blue hydrangeas in a blue pot appear on another.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,211-520-100,0.0,shopify,951,deny,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-5a955353740348efbcf8f0018c2ef7d7-mv2-38397.webp?v=1728359681,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-5a955353740348efbcf8f0018c2ef7d7-mv2-38397.webp?v=1728359681,oz,,,true,,,true,,,active
2017-flowers-from-the-garden-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,211-520-101,0.0,shopify,991,deny,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-c2bc3f0651da413a9df2bd332e28264d-mv2-31429.webp?v=1728359681,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-5a955353740348efbcf8f0018c2ef7d7-mv2-38397.webp?v=1728359681,oz,,,,,,,,,
2017-flowers-from-the-garden-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,211-520-102,0.0,shopify,999,deny,manual,179.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-5a955353740348efbcf8f0018c2ef7d7-mv2-38397.webp?v=1728359681,oz,,,,,,,,,
2017-flowers-from-the-garden-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,211-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-5a955353740348efbcf8f0018c2ef7d7-mv2-38397.webp?v=1728359681,oz,,,,,,,,,
2017-flowers-from-the-garden-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,211-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/9a61b9-5a955353740348efbcf8f0018c2ef7d7-mv2-38397.webp?v=1728359681,oz,,,,,,,,,
2011-wedding-roses-commemorative-forever-first-class-postage-stamps,2011 Wedding Roses Commemorative Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">Although modern couples plan weddings that reflect each person?¡¥s individuality, roses have remained a bridal tradition throughout many generations.?Many people feel nothing conveys love better than a rose.</p>
<p data-mce-fragment=""1"">?Suitors introduced the rose as a symbol of love in the Victorian Era.?Strict rules of conduct made it impossible for smitten young men to express their emotions verbally.?A ?¡ãlanguage of flowers?¡À developed, which allowed lovers to communicate sentiments by the type, color, and number of flowers they gave one another.?</p>
<div data-mce-fragment=""1"">?</div>
<div data-mce-fragment=""1"">The gift of red roses is a declaration of love, while pink roses convey sweetness, grace, and poetic romance.?White roses carried on a bride?¡¥s wedding day signify eternal love, purity, and innocence.</div>
<div data-mce-fragment=""1"">?</div>
<div data-mce-fragment=""1"">According to tradition, long-stemmed roses are an expression of love and devotion.?They represent love that is deep and long-lasting.?Because the number twelve represents a complete cycle, a dozen roses are the symbol of complete love.?Since there are 24 hours in a day, two dozen roses signify complete devotion each moment of every day.</div>
<div data-mce-fragment=""1"">?</div>
<div data-mce-fragment=""1"">Regardless of the color or number, a bouquet of roses is a special way to send a message of love.</div>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,147-520-100,0.0,shopify,797,continue,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/d1fae3e10055be9b.webp?v=1728359677,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/d1fae3e10055be9b.webp?v=1728359677,oz,,,true,,,true,,,active
2011-wedding-roses-commemorative-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,147-1520-300,0.0,shopify,926,continue,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/edab225ccda04c21.webp?v=1728359677,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/d1fae3e10055be9b.webp?v=1728359677,oz,,,,,,,,,
2011-wedding-roses-commemorative-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20 (1000 Stamps),,,,,,,,147-5020-1000,0.0,shopify,992,continue,manual,179.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/97564c560785ffc2.webp?v=1728359677,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/d1fae3e10055be9b.webp?v=1728359677,oz,,,,,,,,,
2011-wedding-roses-commemorative-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,147-5020-1001,0.0,shopify,1000,continue,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/d1fae3e10055be9b.webp?v=1728359677,oz,,,,,,,,,
2011-wedding-roses-commemorative-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,147-5020-1002,0.0,shopify,1000,continue,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/d1fae3e10055be9b.webp?v=1728359677,oz,,,,,,,,,
2021-bonsai-trees-forever-first-class-postage-stamps,2021 Bonsai Trees Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">With these five Bonsai (Forever) stamps, the U.S. Postal Service celebrates the beauty of bonsai. The word ?¡ãbonsai?¡À (China for ?¡ãplant in a pot?¡À) refers to the art of cultivating plants, usually trees, in trays, pots, or other containers. Favorite bonsai plants include evergreens, maples, and azaleas, but many other trees and shrubs are also suitable.</p>
<p data-mce-fragment=""1"">One of the common styles of bonsai is shown on each of these five stamps. The first stamp depicts a Sierra juniper in a semi-cascade style, in which the tip projects over the pot rim but does not extend below the base. Second is a trident maple in informal upright style, in which the trunk bends slightly to the left or right. The third is a black pine in formal upright style, with the trunk straight and tapering evenly, with symmetrical branches from the base to the apex. Fourth is an azalea plant in multiple-trunk style, with several trunks emerging from one root system. The fifth and final stamp shows a banyan in cascade style, in which the trunk evokes a stream flowing down a mountainside, with the tip extending below the pot?¡¥s base.</p>
<p data-mce-fragment=""1"">The plants depicted are roughly 15 to 20 inches tall.</p>
<p data-mce-fragment=""1"">The bonsai collection at the National Arboretum began in 1976 when the Nippon Bonsai Association in Tokyo, Japan, presented the people of the United States with 53 plants as part of the U.S. bicentennial commemoration.</p>
<p data-mce-fragment=""1"">A bonsai master begins with seeds, cuttings, a naturally stunted tree, or a very young tree. Over time, they prune the roots and branches, use wire to shape and train them, and sometimes scrape or peel bark to achieve desired effects. Finally, the plant is watered and repotted when necessary and can live a hundred years or more.</p>
<p data-mce-fragment=""1"">Art director and stamps designer Ethel Kessler worked with artist John D. Dawson on the Bonsai stamps.</p>
<p data-mce-fragment=""1"">Forever stamps will always be equal to the current First-Class Mail one-ounce price.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,210-520-100,0.0,shopify,995,deny,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-001.webp?v=1728359673,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-001.webp?v=1728359673,oz,,,true,,,true,,,active
2021-bonsai-trees-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,210-520-101,0.0,shopify,998,deny,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-002.webp?v=1728359673,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-001.webp?v=1728359673,oz,,,,,,,,,
2021-bonsai-trees-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,210-520-102,0.0,shopify,1000,deny,manual,179.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-001.webp?v=1728359673,oz,,,,,,,,,
2021-bonsai-trees-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,210-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-001.webp?v=1728359673,oz,,,,,,,,,
2021-bonsai-trees-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,210-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/Bonsai-Stamps-_-2012-USPS-Forever-Stamps-001.webp?v=1728359673,oz,,,,,,,,,
2016-holiday-windows-forever-first-class-postage-stamps,2016 Holiday Windows Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1""><span data-mce-fragment=""1"">One of the best ways to spend a chilly winter night is wrapped in a blanket with a cup of hot chocolate ¡§C watching the snow fall and admiring? the holiday decorations.?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Winter paints a lovely scene outside the window.? In the backyard, bushes are covered with a blanket of white.? The leafless trees cast blue and purple shadows on the freshly fallen snow.?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Inside, everything is decorated festively.? Holly-red candles flicker in each of the windows.? The Christmas tree ¡§C a six-foot Fraser fir ¡§C fills the living room with the smell of fresh evergreen.? Multi-colored lights twinkle merrily and reflect off the silver tinsel wound around the tree.? Its ornaments are a mix of family heirlooms and multi-colored baubles.? On top of the tree is a light-up gold star ¡§C a reminder of the Star of Bethlehem.?</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Across the street, the neighbors have a small wreath hung on their front door, its red bow and colorful ornaments dusted with snow.? A Christmas tree glows warmly in their front window, illuminating a patch of ground outside.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><span data-mce-fragment=""1"">Bright, colorful decorations ¡§C and the meaningful traditions behind them ¡§C have been an important part of the winter season for many years. They celebrate the holidays and bring warmth and happiness during the coldest time of the year.</span></p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,148-520-100,0.0,shopify,998,continue,manual,29.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0238f11db1635ea4.webp?v=1728359668,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0238f11db1635ea4.webp?v=1728359668,oz,,,true,,,true,,,active
2016-holiday-windows-forever-first-class-postage-stamps,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,148-1520-300,0.0,shopify,999,continue,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0c074d40689d7579.webp?v=1728359668,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0238f11db1635ea4.webp?v=1728359668,oz,,,,,,,,,
2016-holiday-windows-forever-first-class-postage-stamps,,,,,,,,,50 Sheets of 20 (1000 Stamps),,,,,,,,148-5020-1000,0.0,shopify,1000,continue,manual,179.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/4698ca15985febf9.webp?v=1728359668,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0238f11db1635ea4.webp?v=1728359668,oz,,,,,,,,,
2016-holiday-windows-forever-first-class-postage-stamps,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,148-5020-1001,0.0,shopify,1000,continue,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0238f11db1635ea4.webp?v=1728359668,oz,,,,,,,,,
2016-holiday-windows-forever-first-class-postage-stamps,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,148-5020-1002,0.0,shopify,1000,continue,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/0238f11db1635ea4.webp?v=1728359668,oz,,,,,,,,,
2022-u-s-flag-forever-first-class-postage-stamps-1,2022 U.S. Flag Forever First Class Postage Stamps,"<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Description:</strong></p>
<p data-mce-fragment=""1"">The American flag has long symbolized the strength and spirit of our nation. In 1916, President Woodrow Wilson issued a proclamation establishing June 14 as Flag Day, which Congress officially designated in August 1949. Today, the American flag remains a powerful symbol.</p>
<p data-mce-fragment=""1"">Reminiscent of the 50 flags encircling the Washington Monument, the three flags represented on the stamp are shown as if on poles arranged in a circular formation. The design was painted using gouache on gesso board. Using three separate photographs of the same flag taken seconds apart as reference, the images were combined into a single composition. The flags, shown from a low-angle perspective, billowing in the wind, evoke a sense of reverence and honor. Laura Stutzman was the stamp designer and illustrator. Ethel Kessler was the art director.</p>
<p data-mce-fragment=""1"">The American flag has many nicknames, including the Stars and Stripes, the Star-Spangled Banner, and Old Glory, and has seen many changes throughout the history of the United States. The current flag has 13 alternating red and white stripes, symbolizing the 13 colonies that declared independence from the United Kingdom and became the first states of the United States. Fifty white stars, one for each state in the union, lie in a field of blue.</p>",Foreverstamp,,"","",true,Quantity,5 Sheets of 20 (100 Stamps),,,,,,,,043-GQZ,0.0,shopify,992,deny,manual,29.99,,true,false,"",https://cdn.shopify.com/s/files/1/0904/0606/0310/files/us-flag-forever-stamps_1_cd1b45eb-6906-4c6c-af5e-1e15f19b0db2.webp?v=1728359663,1,"",false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/us-flag-forever-stamps_1_cd1b45eb-6906-4c6c-af5e-1e15f19b0db2.webp?v=1728359663,oz,,,true,,,true,,,active
2022-u-s-flag-forever-first-class-postage-stamps-1,,,,,,,,,15 Sheets of 20 (300 Stamps),,,,,,,,209-520-101,0.0,shopify,1000,deny,manual,69.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/66fe28d718085ede188d9fcf3623d77.webp?v=1728359663,2,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/us-flag-forever-stamps_1_cd1b45eb-6906-4c6c-af5e-1e15f19b0db2.webp?v=1728359663,oz,,,,,,,,,
2022-u-s-flag-forever-first-class-postage-stamps-1,,,,,,,,,50 Sheets of 20(1000 Stamps),,,,,,,,209-520-102,0.0,shopify,999,deny,manual,179.99,,true,false,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/94351b884e883fb36dba9325410214d_68aa33d6-2dd4-4741-9668-b3f5a86093b2.webp?v=1728359663,3,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/us-flag-forever-stamps_1_cd1b45eb-6906-4c6c-af5e-1e15f19b0db2.webp?v=1728359663,oz,,,,,,,,,
2022-u-s-flag-forever-first-class-postage-stamps-1,,,,,,,,,250 Sheets of 20(5000 Stamps),,,,,,,,209-520-103,0.0,shopify,1000,deny,manual,889.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/us-flag-forever-stamps_1_cd1b45eb-6906-4c6c-af5e-1e15f19b0db2.webp?v=1728359663,oz,,,,,,,,,
2022-u-s-flag-forever-first-class-postage-stamps-1,,,,,,,,,500 Sheets of 20(10000 Stamps),,,,,,,,209-520-104,0.0,shopify,1000,deny,manual,1769.99,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0904/0606/0310/files/us-flag-forever-stamps_1_cd1b45eb-6906-4c6c-af5e-1e15f19b0db2.webp?v=1728359663,oz,,,,,,,,,
