您还没有订单，下单后可在这里查看记录。,您还没有订单，下单后可在这里查看记录。
订单管理,订单管理
WeShop,WeShop
暂无订单,暂无订单
ID,ID
订单号,订单号
客户ID,客户ID
订单总额,订单总额
创建时间,创建时间
操作,操作
输入订单号搜索...,输入订单号搜索...
全部状态,全部状态
搜索,搜索
清除筛选,清除筛选
更新状态,更新状态
发货状态,发货状态
暂无商品信息,暂无商品信息
商品图片,商品图片
商品信息,商品信息
单价,单价
数量,数量
小计,小计
订单信息,订单信息
订单ID,订单ID
更新时间,更新时间
发货信息,发货信息
承运商,承运商
物流单号,物流单号
发货时间,发货时间
送达时间,送达时间
收货地址,收货地址
金额汇总,金额汇总
商品小计,商品小计
运费,运费
税费,税费
折扣,折扣
订单操作,订单操作
确认发货,确认发货
标记已送达,标记已送达
打印订单,打印订单
返回订单列表,返回订单列表
确定要取消此订单吗？此操作不可恢复。,确定要取消此订单吗？此操作不可恢复。
订单中心,订单中心
在这里追踪购买记录、完成待支付订单、查看配送进度。,在这里追踪购买记录、完成待支付订单、查看配送进度。
继续购物,继续购物
返回账户,返回账户
下单后，您的订单记录将显示在这里。,下单后，您的订单记录将显示在这里。
订单,订单
确认,确认
查看本订单的最新状态、支付状态和商品明细。,查看本订单的最新状态、支付状态和商品明细。
时间轴,时间轴
暂无,暂无
