生成结果已过期，请重新生成,生成结果已过期，请重新生成
源文件与生成记录不匹配,源文件与生成记录不匹配
缺少目标目录,缺少目标目录
上一轮生成结果已过期,上一轮生成结果已过期
参考文件必须是图片,参考文件必须是图片
图片生成未返回有效结果,图片生成未返回有效结果
图片生成未返回有效字节,图片生成未返回有效字节
图片生成失败,图片生成失败
"图片 base64 无效","图片 base64 无效"
"图片 data URL 无效","图片 data URL 无效"
无法下载生成的图片,无法下载生成的图片
"Mock 图片生成失败","Mock 图片生成失败"
会话无权访问,会话无权访问
"会话 ID 无效","会话 ID 无效"
媒体根目录无效,媒体根目录无效
无效路径,无效路径
参考文件不存在,参考文件不存在
无法读取参考文件,无法读取参考文件
文件名无效,文件名无效
目标目录不存在,目标目录不存在
同名文件已存在，请更换文件名,同名文件已存在，请更换文件名
无法写入目标目录,无法写入目标目录
保存文件失败,保存文件失败
源文件不存在,源文件不存在
"不允许覆盖 SVG 矢量文件","不允许覆盖 SVG 矢量文件"
覆盖原图失败,覆盖原图失败
本地存储,本地存储
